article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,annotator1_class,annotator1_language,annotator2_class,annotator2_language,annotator3_class,annotator3_language,gemini_class,gemini_language,openai_class,openai_language,gold_class
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",9.0,"Rodrigues, Nevins, and Vicente (2009) report that Spanish allows preposition omission under sluicing.",,,,,,,C,,C,,C
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",10.0,Spanish is a non-P-stranding language.,,,,,,,L-Spec,Spanish,L-Spec,Spanish,L-Spec
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",11.0,Spanish has been shown to allow preposition omission under sluicing.,,,,,,,L-Spec,Spanish,L-Spec,Spanish,L-Spec
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",12.0,Sag and Nykiel (2011) report that Polish allows preposition omission under sluicing.,,,,,,,C,,C,,C
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",13.0,Nykiel (2013) reports that Polish allows preposition omission under sluicing.,,,,,,,C,,C,,C
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",14.0,Polish is a non-P-stranding language.,,,,,,,L-Spec,Polish,L-Spec,Polish,L-Spec
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",15.0,Polish has been shown to allow preposition omission under sluicing.,,,,,,,L-Spec,Polish,L-Spec,Polish,L-Spec
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",16.0,Philippova (2014) reports that Russian allows preposition omission under sluicing.,,,,,,,C,,C,,C
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",17.0,Russian is a non-P-stranding language.,,,,,,,L-Spec,Russian,L-Spec,Russian,L-Spec
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",18.0,Russian has been shown to allow preposition omission under sluicing.,,,,,,,L-Spec,Russian,L-Spec,Russian,L-Spec
