article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,KIM Class,KIM Language,JOHN Class,JOHN Language,LUCIA Class,LUCIA Language,GEMINI Class,GEMINI Language,OPENAI Class,OPENAI Language,Gold Class,Gold Verification
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain. In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a). However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain. This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation. Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",1.0,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain.",1.0,The theory or proposal abbreviated as MiD claims that processing efficiency decreases when semantically dependent and syntactically dependent elements are processed in the smallest possible processing domain.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain. In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a). However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain. This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation. Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",2.0,"In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a).",1.0,"In a prepositional-phrase sluice (a sluicing construction whose remnant is a prepositional phrase), a preposition is typically processed outside the prepositional-phrase domain when the preposition is independent of the verb.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain. In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a). However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain. This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation. Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",3.0,"However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain.",1.0,"If a preposition is dependent on the verb, the preposition is interpreted outside the verb-phrase domain.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain. In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a). However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain. This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation. Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",4.0,This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation.,1.0,Extending the processing domain eliminates additional processing cost for sluicing constructions.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain. In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a). However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain. This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation. Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",4.0,This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation.,2.0,"In a sluicing construction, when the remnant contains a preposition, that preposition must be interpreted without retrieving a dependency relation between the preposition and the verb.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain. In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a). However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain. This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation. Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",5.0,"Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",1.0,The theory or proposal abbreviated as MiD predicts that prepositions that are dependent on a verb are less easily omitted in a sluicing construction than prepositions that are not verb-dependent.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"In such a theory, the acceptability of P-omission under sluicing is flexible, and favored by contentful remnants and correlates, and also by more dependent prepositions.",1.0,"In such a theory, the acceptability of P-omission under sluicing is flexible, and favored by contentful remnants and correlates, and also by more dependent prepositions.",1.0,The acceptability of preposition omission (P-omission) under sluicing is fixed rather than flexible.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"In such a theory, the acceptability of P-omission under sluicing is flexible, and favored by contentful remnants and correlates, and also by more dependent prepositions.",1.0,"In such a theory, the acceptability of P-omission under sluicing is flexible, and favored by contentful remnants and correlates, and also by more dependent prepositions.",2.0,Preposition omission (P-omission) under sluicing is more acceptable when the sluicing remnant is non-contentful.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"In such a theory, the acceptability of P-omission under sluicing is flexible, and favored by contentful remnants and correlates, and also by more dependent prepositions.",1.0,"In such a theory, the acceptability of P-omission under sluicing is flexible, and favored by contentful remnants and correlates, and also by more dependent prepositions.",3.0,Preposition omission (P-omission) under sluicing is more acceptable when the correlate in the antecedent clause is contentless.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"In such a theory, the acceptability of P-omission under sluicing is flexible, and favored by contentful remnants and correlates, and also by more dependent prepositions.",1.0,"In such a theory, the acceptability of P-omission under sluicing is flexible, and favored by contentful remnants and correlates, and also by more dependent prepositions.",4.0,"Preposition omission (P-omission) under sluicing is more acceptable when the preposition is less dependent (i.e., less tightly integrated with its complement or selecting element).",,,,,,,,,,,L-Theo,False
